"";"ED";"ES"
"Pteroglossus azara";0,00020430907052954;0,00141209450744059
"Pteroglossus castanotis";0,00015786805808513;0,000133472133925976
"Pteroglossus aracari";0,000146442111680365;0,000173946464080012
"Pteroglossus torquatus";0,000130849288222251;7,88959346390673e-05
"Pteroglossus frantzii";0,00015776292579447;3,68233271757665e-05
"Pteroglossus pluricinctus";0,000191003499418974;0,000280773962777754
"Pteroglossus beauharnaesii";0,000138105095272843;7,72535478938289e-05
"Pteroglossus bailloni";0,000115369283296693;9,35204030043765e-08
"Andigena laminirostris";0,000159004823070459;6,73614529269721e-05
"Andigena hypoglauca";0,000196616625144582;0,000300324965461449
"Andigena cucullata";0,000160793155207696;9,16219101176237e-05
"Andigena nigrirostris";0,000189893345946867;0,000131931081684388
"Selenidera spectabilis";0,000125134657836366;2,46549795747085e-06
"Selenidera reinwardtii";0,000136020522273387;8,78513850343826e-05
"Selenidera nattereri";0,000128458756784628;8,47454057198254e-05
"Selenidera piperivora";0,000116917848890541;8,4364247477543e-07
"Selenidera maculirostris";0,000119392650468914;7,78484115817765e-06
"Selenidera gouldii";0,000142541193037764;8,30689643846265e-05
"Ramphastos sulfuratus";0,000222774280886302;0,000280790100001356
"Ramphastos brevis";0,000194100635247294;0,000260834353700009
"Ramphastos vitellinus";0,000215547797391632;0,000285700089973911
"Ramphastos dicolorus";0,000218065516657011;0,000501799127642043
"Ramphastos ambiguus";0,000312130784237666;0,000243663898873445
"Ramphastos tucanus";0,000308236803719892;0,000484454808667499
"Ramphastos toco";0,000306274475705;0,00017456219306332
"Galbalcyrhynchus leucotis";7,8473398951579e-05;6,70628318469252e-05
"Galbalcyrhynchus purusianus";6,91254250926277e-05;2,98466991437016e-09
"Brachygalba salmoni";6,45917225442072e-05;2,21465445719618e-07
"Brachygalba goeringi";6,00145047761551e-05;9,88664329460011e-13
"Brachygalba lugubris";6,20655630499685e-05;1,72368668573574e-07
"Brachygalba albogularis";6,57283254078534e-05;1,12503804936258e-05
"Jacamaralcyon tridactyla";6,31335031027738e-05;8,24342041192727e-08
"Galbula albirostris";6,47528606320022e-05;6,97257612677453e-07
"Galbula cyanicollis";7,1350524386831e-05;5,45119614017798e-05
"Galbula ruficauda";6,72071846873484e-05;5,40515482623766e-07
"Galbula galbula";6,17546210658285e-05;9,52200577736853e-11
"Galbula pastazae";6,9052940547622e-05;1,22373984324473e-06
"Galbula tombacea";7,14670954390499e-05;5,6338117309813e-05
"Galbula cyanescens";6,71889969414711e-05;2,75323696237934e-06
"Galbula chalcothorax";6,32446716107521e-05;3,59512930854501e-06
"Galbula leucogastra";6,20655630499685e-05;1,72368668573574e-07
"Galbula dea";6,64431861502243e-05;1,13668610588874e-06
"Jacamerops aureus";7,79476556049452e-05;2,62981951924561e-05
"Notharchus macrorhynchos";9,72629671463306e-05;2,35771373541478e-05
"Notharchus swainsoni";0,000103232426123773;0,000171416424782979
"Notharchus pectoralis";8,46162848035209e-05;5,92527826658492e-05
"Notharchus ordii";7,94175470779102e-05;3,9090879765771e-06
"Notharchus tectus";6,74801136063228e-05;5,09572365433298e-07
"Bucco macrodactylus";6,27268796211854e-05;1,50834069383591e-09
"Bucco tamatia";6,82089508386383e-05;1,21572410158394e-07
"Bucco noanamae";7,67309465138175e-05;6,99591003839685e-05
"Bucco capensis";7,94616203398879e-05;5,45596136537178e-07
"Nystalus radiatus";7,31002857232712e-05;1,03147716337594e-07
"Nystalus chacuru";8,22597586314252e-05;3,37816901381726e-05
"Nystalus striolatus";7,07528993291902e-05;5,13234864671914e-07
"Nystalus maculatus";7,03561863513669e-05;1,321226989485e-07
"Hypnelus ruficollis";8,09301658910442e-05;3,77361479339524e-05
"Malacoptila fusca";8,01101774435328e-05;3,91027417815724e-05
"Malacoptila semicincta";7,25886651576746e-05;1,71692821419656e-07
"Malacoptila striata";7,76792151189965e-05;1,96712608921167e-05
"Malacoptila fulvogularis";8,81001119465221e-05;7,98301224884737e-05
"Malacoptila rufa";8,1442789235619e-05;8,67749713012069e-05
"Malacoptila panamensis";7,36352596519073e-05;4,05843727647197e-06
"Malacoptila mystacalis";7,29426559667821e-05;6,10268608193339e-07
"Micromonacha lanceolata";6,26967129950041e-05;9,41760605592272e-08
"Nonnula rubecula";6,31516484859312e-05;1,70443554959276e-07
"Nonnula sclateri";6,08136759402344e-05;6,20239854240969e-07
"Nonnula brunnea";6,21032324501166e-05;6,18202240170796e-09
"Nonnula frontalis";6,46873767922785e-05;2,75587606143511e-07
"Nonnula ruficapilla";6,18476148009549e-05;1,6010187717219e-09
"Nonnula amaurocephala";6,4279393476372e-05;2,01875486366821e-05
"Hapaloptila castanea";0,000101066637769307;0,000115666646598252
"Monasa atra";9,95465771204488e-05;5,10493827347686e-05
"Monasa nigrifrons";0,000107409930560126;0,000114320753646019
"Monasa morphoeus";0,000106543269683374;3,52485319340207e-05
"Monasa flavirostris";7,26575675535643e-05;3,1086675345178e-06
"Chelidoptera tenebrosa";7,13804855911948e-05;1,03192586917061e-05
"Tropicranus albocristatus";0,000178157322548139;0,000169916691505423
"Tockus hartlaubi";0,000127999754423566;0,000115604468604255
"Tockus camurus";0,000118654407865362;0,000154593548689622
"Tockus monteiri";0,00017706571788069;0,000160543728897111
"Tockus erythrorhynchus";0,000154509569528257;0,000240798801768182
"Tockus flavirostris";0,000157844396492774;0,000162863638714747
"Tockus leucomelas";0,000182020308938744;0,000461547501394172
"Tockus deckeni";0,000131235058154411;0,00012446275621805
"Tockus alboterminatus";0,000190984890164282;0,000272262677686865
"Tockus bradfieldi";0,000154405850855297;0,000426324091450166
"Tockus fasciatus";0,000153616308461225;0,000146864020113909
"Tockus hemprichii";0,000236581232148304;0,000264185564629636
"Tockus nasutus";0,00014084116090854;0,000133542449593764
"Tockus pallidirostris";0,000163650291018261;0,000115498017147927
"Ocyceros griseus";0,000156051069883432;1,67789707069535e-05
"Ocyceros gingalensis";0,000154325556103528;5,90267716671767e-05
"Ocyceros birostris";0,000197672321879748;0,00029177664367941
"Anthracoceros coronatus";0,000276335454068484;3,39966415129115e-05
"Anthracoceros albirostris";0,000367261908745653;0,000457663379959091
"Anthracoceros malayanus";0,000335815532294049;7,95712753451546e-05
"Anthracoceros marchei";0,000316247754795143;0,00022193725056157
"Anthracoceros montani";0,00040871153366814;0,00102086339027015
"Buceros rhinoceros";0,000969611828792799;0,00142169334910174
"Buceros bicornis";0,00102071892087138;0,00216395629028293
"Buceros hydrocorax";0,000629332973340748;0,00106937898084706
"Rhinoplax vigil";0,00100842539098581;0,000405399278945368
"Anorrhinus tickelli";0,000306076909785118;0,000141556489623202
"Anorrhinus austeni";0,000329819037302058;7,04211779044255e-05
"Anorrhinus galeritus";0,00052335351795436;0,000913964594464906
"Penelopides affinis";0,000230811438324867;0,000166508608851732
"Penelopides manillae";0,000239288976396504;0,000243828591791919
"Penelopides mindorensis";0,000227341748457442;0,000231881363852857
"Penelopides panini";0,000236855085871944;0,000176360511456516
"Penelopides exarhatus";0,000196552145328933;0,000135647322396201
"Aceros comatus";0,000477922952586575;0,000469176463883004
"Aceros nipalensis";0,000784274570233395;0,000243578914465887
"Aceros corrugatus";0,000593207209842535;0,000326937863404634
"Aceros waldeni";0,000613967439452416;0,000101778250671803
"Aceros leucocephalus";0,000413784288322174;0,000673823606189289
"Aceros cassidix";0,00101218603502549;0,00137024889472015
"Aceros undulatus";0,000857271211960885;0,0005988615208382
"Aceros narcondami";0,000278276055620128;0,000164362128797275
"Aceros everetti";0,000613967439452416;0,000101778250671803
"Aceros subruficollis";0,000625842828918239;0,000140003328843492
"Aceros plicatus";0,000826319976135878;0,00197717401239645
"Bycanistes bucinator";0,000309197024491446;0,000290995700724861
"Bycanistes fistulator";0,000230702904649409;0,000124724564595479
"Bycanistes brevis";0,000385430714387123;0,000425175544099242
"Bycanistes subcylindricus";0,000338979140963866;0,000139494413946843
"Bycanistes cylindricus";0,000381856747017648;0,000152770300020192
"Ceratogymna atrata";0,000348252277078241;0,000262873294068156
"Ceratogymna elata";0,000741423942173696;0,000402373005385642
"Bucorvus abyssinicus";0,00123946068549803;0,000858093345848963
"Bucorvus cafer";0,0014564196121967;0,00132212794920348
"Upupa epops";8,64740873531727e-05;0,000105609997898575
"Phoeniculus purpureus";8,61699290506423e-05;2,78874860384388e-05
"Phoeniculus damarensis";8,80453351227754e-05;5,99265922708396e-05
"Phoeniculus somaliensis";6,72071846873484e-05;1,08103096524753e-06
"Phoeniculus bollei";9,44533906840437e-05;0,000130874013496051
"Phoeniculus castaneiceps";6,70276287875218e-05;3,44866345078412e-06
"Rhinopomastus aterrimus";6,7650145841296e-05;2,05136735339653e-05
"Rhinopomastus cyanomelas";6,7650145841296e-05;2,05136735339653e-05
"Rhinopomastus minor";7,24064253840204e-05;3,48026991538821e-05
"Apaloderma narina";8,47629252409884e-05;9,86810388395393e-05
"Apaloderma aequatoriale";8,07480329308596e-05;4,07646912485758e-05
"Apaloderma vittatum";7,67111701841023e-05;1,33636160512218e-07
"Pharomachrus mocinno";0,000157487583037849;0,000232164490603362
"Pharomachrus antisianus";0,000127750144995424;0,000152120908540305
"Pharomachrus fulgidus";0,00011780011156647;1,75111973673986e-05
"Pharomachrus auriceps";0,000125978512822063;8,02866107145316e-06
"Pharomachrus pavoninus";0,000126737494406062;3,19836701863909e-05
"Euptilotis neoxenus";0,000178451184440852;0,000480238087150446
"Priotelus temnurus";8,86380312927031e-05;0,00012268508384549
"Priotelus roseigaster";9,62680136288809e-05;5,41788706921506e-05
"Trogon massena";0,000157109390097479;0,000223854581149487
"Trogon melanurus";0,000100372627909524;5,27255677890609e-07
"Trogon clathratus";0,000119149014679655;1,78985166680266e-07
"Trogon comptus";0,000100372627909524;1,05451135578122e-06
"Trogon bairdii";0,000107339044720222;0,000109656718367918
"Trogon viridis";9,38465319634141e-05;1,39413013014095e-05
"Trogon citreolus";8,21443269688653e-05;6,30421499206877e-06
"Trogon melanocephalus";0,000107482678426853;0,000198861460745462
"Trogon mexicanus";8,51114127482453e-05;3,92743306010506e-05
"Trogon elegans";7,86838194100548e-05;2,06184548219004e-05
"Trogon collaris";7,59126553589715e-05;1,54088502445302e-05
"Trogon personatus";8,42047114430055e-05;7,59749769949884e-05
"Trogon rufus";8,39525754772131e-05;9,17898292778688e-06
"Trogon surrucura";8,63636271647263e-05;2,45180457049187e-05
"Trogon curucui";7,94616203398879e-05;1,09119227307436e-06
"Trogon violaceus";7,11609256740406e-05;4,32868050278207e-06
"Apalharpactes reinwardtii";0,000111476588441196;0,00017314029852214
"Harpactes fasciatus";7,3493354217551e-05;6,89050963354555e-07
"Harpactes kasumba";0,000117109862429238;0,000100828826516685
"Harpactes diardii";0,000132186774686072;0,000119791488866762
"Harpactes ardens";0,000100746594973573;8,81338619717943e-05
"Harpactes whiteheadi";8,27481647843242e-05;6,12361761391581e-05
"Harpactes orrhophaeus";7,94175470779102e-05;7,81817595315421e-06
"Harpactes duvaucelii";7,78632992734338e-05;6,64927697739394e-05
"Harpactes oreskios";8,14141330286057e-05;1,12145960838375e-05
"Harpactes erythrocephalus";9,87835981454801e-05;0,000100744633709285
"Harpactes wardi";0,000107762531564624;9,24059548250844e-07
"Coracias garrulus";0,000115369283296693;9,35204030043765e-08
"Coracias abyssinicus";9,82280561179238e-05;4,32388148863689e-06
"Coracias caudatus";9,16815758024504e-05;8,93212807562906e-08
"Coracias spatulatus";0,000103081626378674;0,000102098765469537
"Coracias naevia";0,000126349353832742;3,13345566067512e-05
"Coracias benghalensis";0,000125462847301597;8,43097232987936e-05
"Coracias temminckii";0,00018255451638616;0,000323714714689584
"Coracias cyanogaster";0,000115841400877344;1,75294408705333e-06
"Eurystomus glaucurus";9,16815758024504e-05;1,78642561512581e-07
"Eurystomus gularis";0,000100746594973573;8,81338619717943e-05
"Eurystomus orientalis";0,000121013866188889;0,000212626436902513
"Eurystomus azureus";0,000117436655943677;3,54221227744044e-05
"Brachypteracias leptosomus";0,000167193296005114;0,000255487178052237
"Brachypteracias squamiger";0,000122856347233017;4,35154420289664e-06
"Atelornis pittoides";0,000119078651706498;0,000112654532392222
"Atelornis crossleyi";8,21443269688653e-05;6,30421499206877e-06
"Uratelornis chimaera";0,000159768093271319;6,68516346847788e-05
"Leptosomus discolor";0,000194441018707855;0,000291186455868541
"Hylomanes momotula";6,92889158798577e-05;2,26498013263126e-06
"Aspatha gularis";7,18390561926911e-05;4,42581443976271e-07
"Electron platyrhynchum";8,5943509742844e-05;1,58577544074235e-05
"Electron carinatum";8,08028784628193e-05;4,58919783889833e-05
"Eumomota superciliosa";7,61112861414733e-05;9,77426713130183e-06
"Baryphthengus martii";0,000118815218235735;0,000131441038945166
"Baryphthengus ruficapillus";0,000157876361253894;0,000418288491217292
"Momotus mexicanus";8,64928415415467e-05;1,77564517218077e-05
"Momotus momota";0,000126864350849818;0,00052467481590164
"Momotus aequatorialis";0,00011074990914465;6,59291109003094e-07
"Todus multicolor";7,55488584733294e-05;1,09689920717886e-06
"Todus angustirostris";6,68640057117639e-05;9,9856938139463e-08
"Todus mexicanus";7,55488584733294e-05;1,09689920717886e-06
"Todus todus";6,83206100484296e-05;7,73763812632418e-10
"Todus subulatus";6,24295755692251e-05;2,16951354878776e-09
"Alcedo hercules";6,98115358046518e-05;3,66273799452822e-05
"Alcedo atthis";7,97481958822119e-05;7,31884059127342e-05
"Alcedo semitorquata";8,1503744404709e-05;8,61194862931523e-05
"Alcedo quadribrachys";7,24001783335542e-05;1,04002113656283e-05
"Alcedo meninting";7,33829923433629e-05;9,06357740744482e-05
"Alcedo azurea";7,24001783335542e-05;1,04002113656283e-05
"Alcedo websteri";7,90747956531208e-05;2,87039937095892e-05
"Alcedo euryzona";7,90917002833902e-05;0,000131360193319202
"Alcedo cyanopectus";6,47761086247009e-05;7,44169201583003e-08
"Alcedo argentata";6,7415442669092e-05;2,51221755052814e-05
"Alcedo cristata";6,46873767922785e-05;2,75587606143511e-07
"Alcedo vintsioides";6,36108728913859e-05;5,53432531746599e-06
"Alcedo leucogaster";6,21032324501166e-05;6,18202240170796e-09
"Alcedo coerulescens";6,98115358046518e-05;3,66273799452822e-05
"Alcedo pusilla";5,95698922805081e-05;6,22262462898116e-09
"Ceyx lepidus";7,20508690074919e-05;4,72959164868494e-05
"Ceyx erithaca";6,40024819122715e-05;2,45215030724484e-05
"Ceyx melanurus";6,54096650574812e-05;3,8866947893236e-07
"Ceyx fallax";5,96212857052054e-05;1,22071603676115e-11
"Ceyx madagascariensis";6,08529029322395e-05;2,32252949825221e-08
"Ceyx pictus";7,40798665702469e-05;6,0534572336892e-05
"Ceyx lecontei";6,07688115152219e-05;1,23718761650764e-09
"Lacedo pulchella";7,61368876704821e-05;2,40254790479257e-05
"Dacelo novaeguineae";0,000176662488585352;0,000285088120530019
"Dacelo leachii";0,000139128705611254;6,43943473689348e-05
"Dacelo tyro";0,000127720360839162;0,000375357569922922
"Dacelo gaudichaud";0,000118699776268586;8,30572019150443e-07
"Clytoceyx rex";0,000180883766828625;0,000155871119867248
"Cittura cyanotis";0,000119108629976547;5,39931183856275e-05
"Pelargopsis amauroptera";0,000125588892123019;2,31598735879181e-05
"Pelargopsis capensis";0,000150622700969534;0,000233500754546215
"Pelargopsis melanorhyncha";0,000155439731025082;0,000239899916791063
"Halcyon coromanda";8,3468113843072e-05;2,68470623779307e-06
"Halcyon badia";7,99552341333955e-05;1,90501198691831e-05
"Halcyon smyrnensis";0,000115729857410613;0,000112665495172478
"Halcyon pileata";8,30535180714155e-05;8,33799213249401e-07
"Halcyon cyanoventris";8,72582057425919e-05;1,74691172906167e-06
"Halcyon leucocephala";7,08972608287107e-05;2,9478603507214e-07
"Halcyon senegalensis";8,75468537389829e-05;2,62928855663035e-05
"Halcyon senegaloides";7,76920329668991e-05;2,07097010075783e-05
"Halcyon malimbica";0,000108076161697271;0,000106315438980076
"Halcyon albiventris";8,46616167176641e-05;8,86132123665382e-05
"Halcyon chelicuti";8,30543165919866e-05;6,94473699120428e-05
"Todiramphus nigrocyaneus";8,49693083066405e-05;3,26410527087773e-05
"Todiramphus winchelli";9,40777043768291e-05;0,000103778644215177
"Todiramphus diops";9,17115970853259e-05;8,81389616985586e-05
"Todiramphus lazuli";7,48166277170411e-05;3,85221256113255e-06
"Todiramphus macleayii";7,02118898515987e-05;8,60300626788608e-06
"Todiramphus albonotatus";6,65292194135208e-05;1,94706646532602e-08
"Todiramphus leucopygius";8,43335208043417e-05;5,35320102313803e-05
"Todiramphus farquhari";7,03507963567405e-05;2,01133597325643e-06
"Todiramphus pyrrhopygius";8,34355640368651e-05;2,26467371703257e-05
"Todiramphus cinnamominus";7,94000857413272e-05;8,39096769082378e-05
"Todiramphus funebris";0,000118698149162882;0,000142388672618012
"Todiramphus chloris";8,28679395619953e-05;3,22856751754336e-05
"Todiramphus enigma";7,48166277170411e-05;3,85221256113255e-06
"Todiramphus saurophaga";0,000129325442798687;8,08808661707242e-06
"Todiramphus australasia";7,48166277170411e-05;7,7044251222651e-06
"Todiramphus sanctus";8,20822334202453e-05;6,71489732218926e-05
"Todiramphus veneratus";7,48166277170411e-05;1,54088502445302e-05
"Todiramphus tutus";8,08181611956725e-05;0,000128935743169379
"Todiramphus godeffroyi";8,3085827112954e-05;7,48560926649369e-05
"Todiramphus gambieri";7,36916419620559e-05;2,28961903643798e-05
"Caridonax fulgidus";0,000140553827537301;0,000240128160302179
"Melidora macrorrhina";0,000114578561326647;9,8297525414094e-05
"Actenoides bougainvillei";0,000163210984722377;0,00022590123428761
"Actenoides concretus";9,05911766433222e-05;5,25857711326071e-05
"Actenoides lindsayi";0,000100920706474371;0,00010206195863707
"Actenoides hombroni";0,000110027051652383;8,42009726656071e-07
"Actenoides monachus";0,000108553765859378;8,78712222487814e-06
"Actenoides princeps";0,000103650061995565;5,54668647483974e-06
"Syma torotoro";7,30237804346476e-05;8,83315938054795e-06
"Syma megarhyncha";7,06020826323167e-05;2,74863713422443e-07
"Tanysiptera hydrocharis";7,30944096959466e-05;1,05733290867055e-05
"Tanysiptera galatea";6,91254250926277e-05;2,98466991437016e-09
"Tanysiptera ellioti";7,30944096959466e-05;1,05733290867055e-05
"Tanysiptera riedelii";7,66012893030186e-05;1,57666695218873e-06
"Tanysiptera carolinae";7,30944096959466e-05;2,1146658173411e-05
"Tanysiptera nympha";9,17756772314583e-05;6,34292735461865e-05
"Tanysiptera danae";8,52323465062296e-05;6,8265938036731e-05
"Tanysiptera sylvia";9,55698982902857e-05;0,000146570619028966
"Megaceryle maxima";0,000152676876049458;4,5362710405159e-06
"Megaceryle lugubris";0,000180430351344033;0,000151644543695895
"Megaceryle alcyon";0,000135754526539882;0,000183768171135783
"Megaceryle torquata";0,000212574104752996;0,000426946436950554
"Ceryle rudis";9,3004966176269e-05;5,46697051754194e-05
"Chloroceryle amazona";0,000151540559806168;8,04429626199885e-05
"Chloroceryle americana";8,36561530046935e-05;5,37041216541392e-05
"Chloroceryle inda";8,04077553580722e-05;3,44445715916098e-05
"Chloroceryle aenea";7,15355729753373e-05;5,09604774824439e-05
"Nyctyornis amictus";9,9190058315263e-05;0,000105515706838923
"Nyctyornis athertoni";9,65583983793861e-05;5,72207912940645e-05
"Meropogon forsteni";7,67111701841023e-05;2,67272321024437e-07
"Merops gularis";7,00876693526713e-05;9,11118059569807e-06
"Merops muelleri";6,21283869585663e-05;1,31917463823752e-09
"Merops bulocki";6,39437271933196e-05;1,7767980131265e-06
"Merops bullockoides";6,98962548131752e-05;1,37830814500119e-06
"Merops pusillus";6,46725230491586e-05;5,65027125569139e-07
"Merops variegatus";6,21283869585663e-05;1,31917463823752e-09
"Merops oreobates";6,8420112268017e-05;5,32277405326603e-05
"Merops hirundineus";7,24064253840204e-05;3,48026991538821e-05
"Merops breweri";8,70728370517506e-05;8,00792992384346e-05
"Merops revoilii";6,50655847927153e-05;1,50020385936628e-06
"Merops albicollis";6,81194118159435e-05;2,23224321543104e-06
"Merops orientalis";6,50385647381229e-05;6,38076421965419e-07
"Merops boehmi";6,4157560003223e-05;7,88398337037437e-07
"Merops viridis";6,98962548131752e-05;1,37830814500119e-06
"Merops persicus";8,00069478873218e-05;3,41336085615633e-05
"Merops superciliosus";7,5588842831006e-05;7,39708917762158e-06
"Merops philippinus";6,850394330756e-05;4,28198265265611e-08
"Merops ornatus";7,03432517556562e-05;4,19355003813482e-06
"Merops apiaster";8,24880244585027e-05;1,15832653178764e-05
"Merops leschenaulti";6,80464292492405e-05;1,20038703297654e-06
"Merops malimbicus";8,67451200880216e-05;0,000137690941223782
"Merops nubicus";7,38967517254763e-05;4,12065553638441e-06
"Colius striatus";7,98238451763204e-05;3,35054363183615e-05
"Colius leucocephalus";8,22586356457743e-05;8,59572467870654e-05
"Colius castanotus";8,62624434799432e-05;4,39196067909851e-05
"Colius colius";7,7461581556987e-05;3,94822974369446e-05
"Urocolius macrourus";7,63834302161092e-05;9,77568544539309e-06
"Urocolius indicus";8,27481647843242e-05;6,12361761391581e-05
"Clamator jacobinus";8,83560826064896e-05;5,6100419897038e-05
"Clamator levaillantii";0,000147606059338977;0,000120059521787611
"Clamator coromandus";0,000115693252635009;0,000140099379804826
"Clamator glandarius";0,000118699776268586;1,66114403830089e-06
"Pachycoccyx audeberti";0,000115068436060526;0,000164244425391284
"Cuculus crassirostris";8,75290362151131e-05;3,13107728938565e-05
"Cuculus sparverioides";0,000121324052954968;6,22748999374725e-06
"Cuculus varius";0,000105895878888617;2,00738130725524e-05
"Cuculus vagans";0,000100395427931637;0,00014883938450353
"Cuculus fugax";9,51428149648114e-05;3,57120283933399e-05
"Cuculus solitarius";8,66799368242977e-05;6,06525573241933e-05
"Cuculus clamosus";7,83254163299523e-05;6,36533241526739e-06
"Cuculus micropterus";0,000173004966703233;0,000641133954714387
"Cuculus canorus";0,000101996792253186;4,66609246980427e-05
"Cuculus gularis";0,000105895878888617;2,00738130725524e-05
"Cuculus saturatus";9,79336908851576e-05;4,11134703758292e-05
"Cuculus poliocephalus";8,04158290944998e-05;7,35729794031058e-05
"Cuculus rochii";7,18390561926911e-05;4,42581443976271e-07
"Cuculus pallidus";0,000100567678493118;2,54937991676056e-05
"Cercococcyx mechowi";9,11213245023046e-05;7,24208388878553e-05
"Cercococcyx olivinus";7,64353022834606e-05;4,80173298673752e-06
"Cercococcyx montanus";7,7862531939492e-05;1,07815312314631e-05
"Cacomantis sonneratii";8,30198077014924e-05;4,37958758872615e-05
"Cacomantis merulinus";6,71889969414711e-05;2,75323696237934e-06
"Cacomantis variolosus";6,95646095764649e-05;5,66414428165053e-06
"Cacomantis castaneiventris";7,28062854217081e-05;3,09157327040837e-06
"Cacomantis heinrichi";8,35718065419344e-05;0,000159189542028883
"Cacomantis flabelliformis";8,09301658910442e-05;3,77361479339524e-05
"Rhamphomantis megarhynchus";7,22479440567368e-05;1,05293114672222e-05
"Chrysococcyx minutillus";6,25302049452074e-05;4,65698760486342e-08
"Chrysococcyx lucidus";7,35496098295348e-05;9,58961357789932e-05
"Chrysococcyx basalis";6,83309820676719e-05;3,06221847011947e-05
"Chrysococcyx ruficollis";6,0356484767623e-05;1,01093127460955e-13
"Chrysococcyx meyeri";6,92807196699442e-05;2,06047275671366e-05
"Chrysococcyx maculatus";6,77404848854715e-05;1,81872161500374e-05
"Chrysococcyx xanthorhynchus";6,72736528288685e-05;2,39370785099956e-05
"Chrysococcyx osculans";8,70191012316782e-05;8,43913123281431e-05
"Chrysococcyx flavigularis";7,18338413135615e-05;7,51730417180645e-05
"Chrysococcyx klaas";7,0353165682128e-05;7,27488646001494e-05
"Chrysococcyx cupreus";7,30237804346476e-05;8,83315938054795e-06
"Chrysococcyx caprius";8,42319011602765e-05;0,000140105545839874
"Caliechthrus leucolophus";0,000141352111754553;0,000190775327327505
"Surniculus lugubris";7,3928575993663e-05;1,84602370947572e-05
"Microdynamis parva";7,84427510686405e-05;8,40817520774792e-05
"Eudynamys scolopaceus";0,000129379135532079;5,57757705587829e-05
"Eudynamys taitensis";0,000110027051652383;8,42009726656071e-07
"Scythrops novaehollandiae";0,000291761507366347;9,98657885437978e-05
"Ceuthmochares aereus";7,83262313138809e-05;7,34924454689376e-06
"Phaenicophaeus diardi";7,49582826985908e-05;5,58307323961443e-06
"Phaenicophaeus sumatranus";9,87733816413878e-05;3,52649471204146e-05
"Phaenicophaeus tristis";0,000110027051652383;1,68401945331214e-06
"Phaenicophaeus viridirostris";7,84023321091842e-05;3,43501313835674e-06
"Phaenicophaeus leschenaultii";0,000163945037204452;0,00026302820852542
"Phaenicophaeus chlorophaeus";8,24055131833349e-05;6,95925406437374e-05
"Phaenicophaeus javanicus";9,19147058350483e-05;1,02171968011599e-07
"Phaenicophaeus calyorhynchus";0,000101227820209488;2,33304623490213e-05
"Phaenicophaeus curvirostris";0,000166431759716493;0,000170527635484066
"Phaenicophaeus pyrrhocephalus";0,000101227820209488;2,33304623490213e-05
"Phaenicophaeus superciliosus";0,000115072373961961;1,90353900527359e-05
"Phaenicophaeus cumingi";0,000129549940575394;4,30880019293716e-05
"Carpococcyx radiatus";0,000253669946235464;0,000123890003526273
"Carpococcyx viridis";0,000242921719051341;0,000118691885003887
"Carpococcyx renauldi";0,00029820720684993;0,000263687080426996
"Coua gigas";0,000282420412857475;0,000423979706835932
"Coua coquereli";0,00011780011156647;1,75111973673986e-05
"Coua serriana";0,000175090155922463;0,000134413235759947
"Coua reynaudii";0,000129309791804665;9,9436420422537e-06
"Coua cursor";9,16815758024504e-05;3,57285123025162e-07
"Coua ruficeps";0,000125978512822063;8,02866107145316e-06
"Coua cristata";0,000116917848890541;8,4364247477543e-07
"Coua verreauxi";0,000175085991902751;0,000869370365215674
"Coua caerulea";0,000150200382470296;6,12419473721776e-05
"Centropus milo";0,00031250889451891;0,000212815882116522
"Centropus goliath";0,000238638083183528;0,000447587241659029
"Centropus violaceus";0,000220798001215051;2,74085556109906e-05
"Centropus menbeki";0,000243689076057489;0,000221434033823299
"Centropus ateralbus";0,000165298283512215;4,24333475442453e-05
"Centropus phasianinus";0,00025012092566575;0,00055174751508073
"Centropus spilopterus";0,00014430867297285;1,50246602158039e-05
"Centropus bernsteini";0,000127784459902232;4,63197471758363e-05
"Centropus chalybeus";0,00014430867297285;1,50246602158039e-05
"Centropus rectunguis";0,000154325556103528;5,90267716671767e-05
"Centropus steerii";0,000154999535087808;0,000218017334228724
"Centropus sinensis";0,00018898822871519;0,000440532800765865
"Centropus andamanensis";0,000162578452331765;5,79083640294354e-05
"Centropus nigrorufus";0,00014430867297285;3,00493204316077e-05
"Centropus viridis";0,000115841400877344;3,50588817410665e-06
"Centropus toulou";0,000135770201604782;0,000138061970317043
"Centropus grillii";0,000119661868724154;7,038649030343e-05
"Centropus bengalensis";0,000129963165115144;0,000192293038052311
"Centropus chlororhynchus";0,00014430867297285;6,00986408632154e-05
"Centropus leucogaster";0,000150260449232858;0,000251801598378184
"Centropus anselli";0,000118733133171917;1,1078977304902e-06
"Centropus monachus";0,000152410090374753;0,000238779879879486
"Centropus cupreicaudus";0,000158496664219576;7,99486623349631e-05
"Centropus senegalensis";0,000130809771429956;3,66430197995937e-05
"Centropus superciliosus";0,000147819396815026;0,000374199794307984
"Centropus melanops";0,000160683502428781;0,00016147544165662
"Centropus celebensis";0,00014430867297285;0,000120197281726431
"Centropus unirufus";0,000142771454127128;0,000143698503296652
"Coccycua pumila";6,95813889987134e-05;2,45411257985918e-06
"Coccycua cinerea";8,02851481920959e-05;0,000145733090645191
"Coccyzus erythropthalmus";7,76138374274071e-05;1,01040137417585e-05
"Coccyzus americanus";7,82787363976229e-05;3,01874199146248e-06
"Coccyzus euleri";8,22597586314252e-05;3,37816901381726e-05
